key,cluster,description,label,new_label
reductions,3,"Study of mathematical structures called categories, characterized by objects and morphisms that relate them, with emphasis on reductions and indecomposability concepts.",Category theory,Category theory_3
inductive,3,"Study of mathematical structures called categories, characterized by objects and morphisms that relate them, with emphasis on reductions and indecomposability concepts.",Category theory,Category theory_3
reduction,3,"Study of mathematical structures called categories, characterized by objects and morphisms that relate them, with emphasis on reductions and indecomposability concepts.",Category theory,Category theory_3
reduced,3,"Study of mathematical structures called categories, characterized by objects and morphisms that relate them, with emphasis on reductions and indecomposability concepts.",Category theory,Category theory_3
indecomposable irreducible components,3,"Study of mathematical structures called categories, characterized by objects and morphisms that relate them, with emphasis on reductions and indecomposability concepts.",Category theory,Category theory_3
inductive category,3,"Study of mathematical structures called categories, characterized by objects and morphisms that relate them, with emphasis on reductions and indecomposability concepts.",Category theory,Category theory_3
permutably reducible,3,"Study of mathematical structures called categories, characterized by objects and morphisms that relate them, with emphasis on reductions and indecomposability concepts.",Category theory,Category theory_3
reducibility,3,"Study of mathematical structures called categories, characterized by objects and morphisms that relate them, with emphasis on reductions and indecomposability concepts.",Category theory,Category theory_3
reduces,3,"Study of mathematical structures called categories, characterized by objects and morphisms that relate them, with emphasis on reductions and indecomposability concepts.",Category theory,Category theory_3
irreducible,3,"Study of mathematical structures called categories, characterized by objects and morphisms that relate them, with emphasis on reductions and indecomposability concepts.",Category theory,Category theory_3
alpha-induction,3,"Study of mathematical structures called categories, characterized by objects and morphisms that relate them, with emphasis on reductions and indecomposability concepts.",Category theory,Category theory_3
inductive theorem,3,"Study of mathematical structures called categories, characterized by objects and morphisms that relate them, with emphasis on reductions and indecomposability concepts.",Category theory,Category theory_3
Longo-Rehren subfactors,3,"Study of mathematical structures called categories, characterized by objects and morphisms that relate them, with emphasis on reductions and indecomposability concepts.",Category theory,Category theory_3
almost-reduction,3,"Study of mathematical structures called categories, characterized by objects and morphisms that relate them, with emphasis on reductions and indecomposability concepts.",Category theory,Category theory_3
irreducible polynomials,3,"Study of mathematical structures called categories, characterized by objects and morphisms that relate them, with emphasis on reductions and indecomposability concepts.",Category theory,Category theory_3
reductive,3,"Study of mathematical structures called categories, characterized by objects and morphisms that relate them, with emphasis on reductions and indecomposability concepts.",Category theory,Category theory_3
induction principle,3,"Study of mathematical structures called categories, characterized by objects and morphisms that relate them, with emphasis on reductions and indecomposability concepts.",Category theory,Category theory_3
